PatentNumber,class,reactants>reagents>production
US07666659B2,,NC(=O)[c:11]1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]([CH:7]=[O:8])[CH2:9][c:10]1[cH:12][cH:13][c:14]2[c:15]([cH:16]1)[O:17][CH2:18][O:19]2.[Cl-].[Na+]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@H:6]([CH2:7][OH:8])[CH2:9][CH2:10][c:11]1[cH:12][cH:13][c:14]2[c:15]([cH:16]1)[O:17][CH2:18][O:19]2
US08658794B2,,CC(=O)O[C:2]([CH3:1])=[O:3].CN(C)c1ccncc1.[OH:4][C@H:5]1[CH2:6][CH2:7][C@@H:8]([C:9](=[O:10])[NH:11][CH2:12][c:13]2[n:14][cH:15][cH:16][n:17][c:18]2[Cl:19])[CH2:20][CH2:21]1.c1ccncc1>>[CH3:1][C:2](=[O:3])[O:4][C@H:5]1[CH2:6][CH2:7][C@@H:8]([C:9](=[O:10])[NH:11][CH2:12][c:13]2[n:14][cH:15][cH:16][n:17][c:18]2[Cl:19])[CH2:20][CH2:21]1
US06635632B1,,O[C:15]([C@H:2]([CH3:1])[NH:3][C:4](=[O:5])[CH2:6][c:7]1[cH:8][c:9]([F:10])[cH:11][c:12]([F:13])[cH:14]1)=[O:16].[NH2:17][CH:18]1[C:19](=[O:20])[N:21]([CH3:22])[CH:23]([c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[c:30]2[cH:31][cH:32][cH:33][cH:34][c:35]21>>[CH3:1][C@H:2]([NH:3][C:4](=[O:5])[CH2:6][c:7]1[cH:8][c:9]([F:10])[cH:11][c:12]([F:13])[cH:14]1)[C:15](=[O:16])[NH:17][CH:18]1[C:19](=[O:20])[N:21]([CH3:22])[CH:23]([c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[c:30]2[cH:31][cH:32][cH:33][cH:34][c:35]21
US06468607B1,,CCC[C@H]1CC[C@H](c2ccc3c(F)c(-c4cc(F)cc(F)c4)ccc3c2)[CH2:9][CH2:8]1.CCC[C@H]1CC[C@H](c2ccc3cc(-c4cc(F)c(C(N)=O)c(F)c4)ccc3c2)CC1.[Li][CH2:7][CH2:6][CH2:5][CH3:4].[O:1]=[C:2]=[O:3]>>[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1
US05340831,,Cl[CH2:21][Cl:27].[NH2:1][C:2](=[O:3])[C:4]([c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)([C@@H:17]1[CH2:18][CH2:19][NH:20][CH2:30]1)[c:22]1[cH:5][cH:9][cH:8][cH:7][cH:6]1>>[NH2:1][C:2](=[O:3])[C:4]([c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)([c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[C@@H:17]1[CH2:18][CH2:19][N:20]([CH2:21][CH2:22][c:23]2[cH:24][cH:25][c:26]([Cl:27])[cH:28][cH:29]2)[CH2:30]1
US09309245B2,,CC[NH+](CC)CC.ClCCl.O=[C:15]([C@H:14]1[N:8]2[C:6](=[O:7])[N:5]([O:4][CH2:3][CH:2]=[CH2:1])[C@@H:10]([CH2:9]2)[C:11]([CH3:12])=[CH:13]1)[NH2:16].[OH-]>>[CH2:1]=[CH:2][CH2:3][O:4][N:5]1[C:6](=[O:7])[N:8]2[CH2:9][C@H:10]1[C:11]([CH3:12])=[CH:13][C@H:14]2[C:15]#[N:16]
US07056917B2,,CC(C)(C)[O:21][C:19](/[CH:18]=[CH:17]/[c:16]1[c:14](=[O:15])[n:13]2[cH:12][cH:11][c:10]([CH2:9][CH2:8][c:7]3[s:6][cH:5][c:4]([CH:2]([CH3:1])[CH3:3])[n:32]3)[cH:31][c:30]2[n:29][c:22]1[N:23]1[CH2:24][CH2:25][O:26][CH2:27][CH2:28]1)=[O:20].O=CO>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][s:6][c:7]([CH2:8][CH2:9][c:10]2[cH:11][cH:12][n:13]3[c:14](=[O:15])[c:16](/[CH:17]=[CH:18]/[C:19](=[O:20])[OH:21])[c:22]([N:23]4[CH2:24][CH2:25][O:26][CH2:27][CH2:28]4)[n:29][c:30]3[cH:31]2)[n:32]1
US07282496B2,,CN(C)CCCN=C=N[CH2:14]C.CN1CCOCC1.Cl.O[C:16]([C@@H:15]([NH:13][S:10]([c:9]1[cH:8][cH:7][c:6]([O:5][CH2:4][CH:3]=[C:2]=[CH2:1])[cH:24][cH:23]1)(=[O:11])=[O:12])[CH:20]([CH3:21])[CH3:22])=[O:17].On1nnc2ccccc21.[NH2:18][OH:19]>>[CH2:1]=[C:2]=[CH:3][CH2:4][O:5][c:6]1[cH:7][cH:8][c:9]([S:10](=[O:11])(=[O:12])[N:13]([CH3:14])[CH:15]([C:16](=[O:17])[NH:18][OH:19])[CH:20]([CH3:21])[CH3:22])[cH:23][cH:24]1
US08163793B2,,CC(=O)[S:8][C@@H:7]1[CH2:6][C@@H:5]([C:3]([O:2][CH3:1])=[O:4])[N:10]([C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:9]1.CO.ClCCl.O=C([O-])[O-].[K+].[K+]>>[CH3:1][O:2][C:3](=[O:4])[C@@H:5]1[CH2:6][C@@H:7]([SH:8])[CH2:9][N:10]1[C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17]
US05998433,,CCN(CC)CC.CCOP(=O)(C#N)OCC.Cl.ClCCl.O.O[C:2](=[O:1])[c:3]1[cH:4][cH:5][c:6](/[CH:7]=[CH:8]/[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15][cH:16]1.[NH:17]1[CH2:18][CH2:19][c:20]2[cH:21][cH:22][o:23][c:24]2[CH2:25]1>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6](/[CH:7]=[CH:8]/[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15][cH:16]1)[N:17]1[CH2:18][CH2:19][c:20]2[cH:21][cH:22][o:23][c:24]2[CH2:25]1
US04789757,,N[CH:2]=[O:1].[NH2:3][C@@H:4]([CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[C:12](=[O:13])[OH:14]>>[O:1]=[CH:2][NH:3][C@@H:4]([CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[C:12](=[O:13])[OH:14]
US07728158B2,,CCN(CC)CC.CCOC(C)=O.ClC(Cl)Cl.O.O=C1CCC(=O)N1O.O[C:16]([C@@H:15]([NH:14][C:12]([CH2:11][CH2:10][CH2:9][CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])=[O:13])[CH:25]([CH3:26])[CH3:27])=[O:17].[NH2:18][CH:19]1[CH2:20][CH2:21][CH2:22][CH2:23][CH2:24]1>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][C:12](=[O:13])[NH:14][C@H:15]([C:16](=[O:17])[NH:18][CH:19]1[CH2:20][CH2:21][CH2:22][CH2:23][CH2:24]1)[CH:25]([CH3:26])[CH3:27]
US08809380B2,,O=C(O)[C@H]1CC[C@H](C(F)(F)F)CC1.O=C(c1cc2ccccc2[nH]1)[OH:3].c1cc(CN[C:4](=[O:5])[c:6]2[n:7][cH:8][cH:9][cH:10][c:11]2[O:12][CH2:13][C:14]23[CH2:15][CH:16]2[CH2:17][N:18]([C:19](=[O:20])[C@H:21]2[CH2:22][CH2:23][C@H:24]([C:25]([F:26])([F:27])[F:28])[CH2:29][CH2:30]2)[CH2:31]3)[cH:2][cH:1]c1>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[n:7][cH:8][cH:9][cH:10][c:11]1[O:12][CH2:13][C:14]12[CH2:15][CH:16]1[CH2:17][N:18]([C:19](=[O:20])[C@H:21]1[CH2:22][CH2:23][C@H:24]([C:25]([F:26])([F:27])[F:28])[CH2:29][CH2:30]1)[CH2:31]2
US07691882B2,,CC(=O)O.CS(C)=O.[BH4-].[Na+].[O:1]=[N+:2]([O-:3])/[CH:4]=[CH:5]/[c:6]1[cH:7][cH:8][c:9]([CH2:10][O:11][c:12]2[cH:13][cH:14][c:15]([F:16])[cH:17][n:18]2)[cH:19][cH:20]1>>[O:1]=[N+:2]([O-:3])[CH2:4][CH2:5][c:6]1[cH:7][cH:8][c:9]([CH2:10][O:11][c:12]2[cH:13][cH:14][c:15]([F:16])[cH:17][n:18]2)[cH:19][cH:20]1
US08354401B2,,Br[c:15]1[cH:14][cH:13][c:12]([C:10]([N:9]2[CH2:8][CH2:7][N:6]([c:5]3[n:4][cH:3][c:2]([CH3:1])[cH:34][c:32]3[CH3:33])[CH2:31][CH2:30]2)=[O:11])[c:24]([NH:25][S:26]([CH3:27])(=[O:28])=[O:29])[cH:23]1.[NH:16]1[C:17](=[O:18])[O:19][CH2:20][C@H:21]1[CH3:22]>>[CH3:1][c:2]1[cH:3][n:4][c:5]([N:6]2[CH2:7][CH2:8][N:9]([C:10](=[O:11])[c:12]3[cH:13][cH:14][c:15]([N:16]4[C:17](=[O:18])[O:19][CH2:20][C@H:21]4[CH3:22])[cH:23][c:24]3[NH:25][S:26]([CH3:27])(=[O:28])=[O:29])[CH2:30][CH2:31]2)[c:32]([CH3:33])[cH:34]1
US06660744B1,,CCOC(C)=O.Cl[C:33](=[O:34])[c:35]1[cH:36][cH:37][c:38]([N:39]([CH3:40])[CH3:41])[cH:42][cH:43]1.O=C(O)/C=C\C(=O)O.[CH3:1][O:2][c:3]1[cH:4][c:5](-[c:6]2[n:7][n:8]([C@H:9]3[CH2:10][CH2:11][C@H:12]([N:13]4[CH2:14][CH2:15][N:16]([CH3:17])[CH2:18][CH2:19]4)[CH2:20][CH2:21]3)[c:22]3[n:23][cH:24][n:25][c:26]([NH2:27])[c:28]23)[cH:29][cH:30][c:31]1[NH2:32].c1ccncc1>>[CH3:1][O:2][c:3]1[cH:4][c:5](-[c:6]2[n:7][n:8]([C@H:9]3[CH2:10][CH2:11][C@H:12]([N:13]4[CH2:14][CH2:15][N:16]([CH3:17])[CH2:18][CH2:19]4)[CH2:20][CH2:21]3)[c:22]3[n:23][cH:24][n:25][c:26]([NH2:27])[c:28]23)[cH:29][cH:30][c:31]1[NH:32][C:33](=[O:34])[c:35]1[cH:36][cH:37][c:38]([N:39]([CH3:40])[CH3:41])[cH:42][cH:43]1
US06248757B1,,C[O:20][C:18]([CH2:17][CH2:16][CH2:15][CH2:14][N:13]1[CH2:12][CH2:11][C@H:10]([n:9]2[n:8][c:7](-[c:6]3[cH:5][c:3]([Cl:4])[c:2]([NH:1]C(=O)OCc4ccccc4)[c:26]4[c:25]3[O:30][CH2:29][CH2:28][O:27]4)[o:24][c:22]2=[O:23])[CH2:21]1)=[O:19].Cl>>[NH2:1][c:2]1[c:3]([Cl:4])[cH:5][c:6](-[c:7]2[n:8][n:9]([C@H:10]3[CH2:11][CH2:12][N:13]([CH2:14][CH2:15][CH2:16][CH2:17][C:18](=[O:19])[OH:20])[CH2:21]3)[c:22](=[O:23])[o:24]2)[c:25]2[c:26]1[O:27][CH2:28][CH2:29][O:30]2
US09440982B2,,Br[c:27]1[cH:28][cH:29][c:30]([F:31])[cH:32][n:33]1.[CH3:1][c:2]1[cH:3][cH:4][c:5](-[n:6]2[cH:7][n:8][c:9]([C:10]([F:11])([F:12])[F:13])[n:14]2)[c:15]([C:16](=[O:17])[N:18]2[CH2:19][CH2:20][CH2:21][C@@H:22]([CH3:23])[C@H:24]2[CH2:25][NH2:26])[cH:34]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5](-[n:6]2[cH:7][n:8][c:9]([C:10]([F:11])([F:12])[F:13])[n:14]2)[c:15]([C:16](=[O:17])[N:18]2[CH2:19][CH2:20][CH2:21][C@@H:22]([CH3:23])[C@H:24]2[CH2:25][NH:26][c:27]2[cH:28][cH:29][c:30]([F:31])[cH:32][n:33]2)[cH:34]1
US08633182B2,,CN(C)C=O.Cl.O.O=C([O-])[O-].[CH2:32]1[C:33]2([O:34]1)[CH2:35][CH2:36][O:37][CH2:38][CH2:39]2.[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@H:6]1[CH2:7][C@@H:8]1[c:9]1[cH:10][cH:11][c:12]([O:13][C@@H:14]2[CH2:15][CH2:16][c:17]3[c:18]2[cH:19][cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[c:26]3-[c:27]2[cH:28][cH:29][c:30]([OH:31])[cH:40][cH:41]2)[cH:42][cH:43]1.[Cs+].[Cs+]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@H:6]1[CH2:7][C@@H:8]1[c:9]1[cH:10][cH:11][c:12]([O:13][C@@H:14]2[CH2:15][CH2:16][c:17]3[c:18]2[cH:19][cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[c:26]3-[c:27]2[cH:28][cH:29][c:30]([O:31][CH2:32][C:33]3([OH:34])[CH2:35][CH2:36][O:37][CH2:38][CH2:39]3)[cH:40][cH:41]2)[cH:42][cH:43]1
US06916921B2,,CC1(C)C(=O)N(Br)C(=O)N1Br.Cc1cc(C)nc(C)c1.[CH3:1][CH:2]([CH3:3])[Si:4]([O:5][CH2:6][C@@H:7]([CH3:8])[C@H:9]1[CH2:10][CH2:11][C@H:12]2[C@@H:13]3[CH2:14][CH:15]=[C:16]4[C:17]([CH3:18])([CH3:19])[C@@H:20]([O:21][C:22](=[O:23])[c:24]5[cH:25][cH:26][cH:27][cH:28][cH:29]5)[CH2:30][CH2:31][C@:32]4([CH3:33])[C@H:34]3[CH2:35][CH2:36][C@:37]12[CH3:38])([CH:39]([CH3:40])[CH3:41])[CH:42]([CH3:43])[CH3:44]>>[CH3:1][CH:2]([CH3:3])[Si:4]([O:5][CH2:6][C@@H:7]([CH3:8])[C@H:9]1[CH2:10][CH2:11][C@H:12]2[C:13]3=[CH:14][CH:15]=[C:16]4[C:17]([CH3:18])([CH3:19])[C@@H:20]([O:21][C:22](=[O:23])[c:24]5[cH:25][cH:26][cH:27][cH:28][cH:29]5)[CH2:30][CH2:31][C@:32]4([CH3:33])[C@H:34]3[CH2:35][CH2:36][C@:37]12[CH3:38])([CH:39]([CH3:40])[CH3:41])[CH:42]([CH3:43])[CH3:44]
US08470816B2,,O[C:8]([CH:7]1[CH2:6][CH2:5][N:4]([C:2]([CH3:1])=[O:3])[CH2:36][CH2:35]1)=[O:9].[NH:10]1[CH2:11][CH2:12][C@@H:13]([N:14]([CH3:15])[C:16](=[O:17])[c:18]2[cH:19][cH:20][c:21]([CH3:22])[cH:23][cH:24]2)[C@H:25]([c:26]2[cH:27][cH:28][c:29]([Cl:30])[c:31]([Cl:32])[cH:33]2)[CH2:34]1>>[CH3:1][C:2](=[O:3])[N:4]1[CH2:5][CH2:6][CH:7]([C:8](=[O:9])[N:10]2[CH2:11][CH2:12][C@@H:13]([N:14]([CH3:15])[C:16](=[O:17])[c:18]3[cH:19][cH:20][c:21]([CH3:22])[cH:23][cH:24]3)[C@H:25]([c:26]3[cH:27][cH:28][c:29]([Cl:30])[c:31]([Cl:32])[cH:33]3)[CH2:34]2)[CH2:35][CH2:36]1
US09309224B2,,C1CCOC1.CCOC(C)=O.CO.O=[N+:19]([O-])[c:18]1[cH:17][cH:16][c:15]([O:14][c:13]2[cH:12][c:11]([NH:10][C:8]([N:7]3[CH2:6][CH2:5][C@@H:4]([N:2]([CH3:1])[CH3:3])[CH2:25]3)=[O:9])[n:24][cH:23][cH:22]2)[cH:21][n:20]1.[Cl-].[NH4+].[Zn]>>[CH3:1][N:2]([CH3:3])[C@@H:4]1[CH2:5][CH2:6][N:7]([C:8](=[O:9])[NH:10][c:11]2[cH:12][c:13]([O:14][c:15]3[cH:16][cH:17][c:18]([NH2:19])[n:20][cH:21]3)[cH:22][cH:23][n:24]2)[CH2:25]1
US06562807B2,,CCO.C[O:27][C:25]([C@@H:23]([CH2:22][NH:21][C:19]([c:18]1[cH:17][cH:16][c:15]([CH2:14][N:13]([C:11]([NH:10][c:9]2[cH:8][cH:7][cH:6][c:5]([C:2]([CH3:1])([CH3:3])[CH3:4])[cH:42]2)=[O:12])[c:30]2[cH:31][cH:32][c:33]([CH:34]3[CH2:35][CH2:36][CH2:37][CH2:38][CH2:39]3)[cH:40][cH:41]2)[cH:29][cH:28]1)=[O:20])[OH:24])=[O:26].[Na+].[OH-]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([NH:10][C:11](=[O:12])[N:13]([CH2:14][c:15]2[cH:16][cH:17][c:18]([C:19](=[O:20])[NH:21][CH2:22][C@@H:23]([OH:24])[C:25](=[O:26])[OH:27])[cH:28][cH:29]2)[c:30]2[cH:31][cH:32][c:33]([CH:34]3[CH2:35][CH2:36][CH2:37][CH2:38][CH2:39]3)[cH:40][cH:41]2)[cH:42]1
US09221834B2,,CCN(CC)CC.CN1CCCC1=O.Cl.O.O=C([O-])C(F)(F)F.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][C:8]#[N:9])[cH:13][c:14]1-[c:15]1[cH:16][cH:17][c:18]([N:19]2[CH2:20][CH2:21][CH2:22]2)[nH+:23][c:24]1[CH2:25][N:26]1[C:27](=[O:28])[O:29][C@H:30]([c:31]2[cH:32][c:33]([C:34]([F:35])([F:36])[F:37])[cH:38][c:39]([C:40]([F:41])([F:42])[F:43])[cH:44]2)[C@@H:45]1[CH3:46].[N+:10](=[N-:11])=[N-:12].[Na+]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[n:9][n:10][nH:11][n:12]2)[cH:13][c:14]1-[c:15]1[cH:16][cH:17][c:18]([N:19]2[CH2:20][CH2:21][CH2:22]2)[n:23][c:24]1[CH2:25][N:26]1[C:27](=[O:28])[O:29][C@H:30]([c:31]2[cH:32][c:33]([C:34]([F:35])([F:36])[F:37])[cH:38][c:39]([C:40]([F:41])([F:42])[F:43])[cH:44]2)[C@@H:45]1[CH3:46]
US04169899,,CCOC(C)=O.[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][N:6]1[C:7](=[S:8])[S:9][C:10]([CH3:11])([CH3:12])[CH:13]([NH:14][C:15](=[O:16])[c:17]2[cH:18][cH:19][c:20]([Cl:21])[cH:22][cH:23]2)[C:24]1=[O:25].[OH2:26]>>[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][NH:6][C:7](=[S:8])[S:9][C:10]([CH3:11])([CH3:12])[C@H:13]([NH:14][C:15](=[O:16])[c:17]1[cH:18][cH:19][c:20]([Cl:21])[cH:22][cH:23]1)[C:24](=[O:25])[OH:26]
US08008307B2,,CO.Cl[c:16]1[cH:15][c:14]([O:13][C@@H:12]2[CH2:11][C@@H:10]([CH2:9][O:8][Si:5]([C:2]([CH3:1])([CH3:3])[CH3:4])([CH3:6])[CH3:7])[C@@H:21]([O:22][Si:23]([CH3:24])([CH3:25])[C:26]([CH3:27])([CH3:28])[CH3:29])[CH2:20]2)[n:19][cH:18][n:17]1.O=C([O-])[O-].[Na+].[Na+].[Pd]>>[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][CH2:9][C@@H:10]1[CH2:11][C@@H:12]([O:13][c:14]2[cH:15][cH:16][n:17][cH:18][n:19]2)[CH2:20][C@@H:21]1[O:22][Si:23]([CH3:24])([CH3:25])[C:26]([CH3:27])([CH3:28])[CH3:29]
US08796272B2,,C1CCOC1.CC(C)(C)[O-].O.O[CH2:5][C@H:4]([CH2:3][CH2:2][CH3:1])[NH:17][C:15]([NH:6][c:7]1[cH:8][cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14]1)=[O:16].[K+]>>[CH3:1][CH2:2][CH2:3][C@H:4]1[CH2:5][N:6]([c:7]2[cH:8][cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14]2)[C:15](=[O:16])[NH:17]1
US08114868B2,,O=S(Cl)Cl.O[C:3](=[O:4])[CH2:5][C@:6]1([c:7]2[cH:8][cH:9][c:10]([F:11])[cH:12][cH:13]2)[CH2:14][CH2:15][N:16]([C@@H:17]([CH3:18])[c:19]2[cH:20][cH:21][c:22](-[c:23]3[cH:24][cH:25][c:26](=[O:27])[n:28]([CH3:29])[cH:30]3)[cH:31][cH:32]2)[C:33](=[O:34])[O:35]1.[CH3:1][OH:2]>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][C@:6]1([c:7]2[cH:8][cH:9][c:10]([F:11])[cH:12][cH:13]2)[CH2:14][CH2:15][N:16]([C@@H:17]([CH3:18])[c:19]2[cH:20][cH:21][c:22](-[c:23]3[cH:24][cH:25][c:26](=[O:27])[n:28]([CH3:29])[cH:30]3)[cH:31][cH:32]2)[C:33](=[O:34])[O:35]1
US07592331B2,,C1CCOC1.O.O=C(Cl)Cl.O=C([O-])O.[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][C@H:7]([NH:8][C:9](=[O:10])[O:11][CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[c:19]1[cH:20][cH:21][cH:22][c:23]([NH2:24])[cH:38]1.[Cl-].[H-].[N-]=[C:25]=[O:26].[NH4+].[Na+].[Na+].[OH:27][CH2:28][CH2:29][c:30]1[cH:31][cH:32][c:33]([Br:34])[cH:35][c:36]1[CH3:37]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][C@H:7]([NH:8][C:9](=[O:10])[O:11][CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[c:19]1[cH:20][cH:21][cH:22][c:23]([NH:24][C:25](=[O:26])[O:27][CH2:28][CH2:29][c:30]2[cH:31][cH:32][c:33]([Br:34])[cH:35][c:36]2[CH3:37])[cH:38]1
US05142056,,CC(C)(C)OC(=O)[NH:5][C@@H:4]([CH:2]([CH3:1])[CH3:3])[C:6](=[O:7])[NH:8][CH:9]([CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[CH:17]([OH:18])[CH:19]([CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[NH:27][C:28](=[O:29])[C@@H:30]([NH:31][C:32](=[O:33])[O:34][CH2:35][c:36]1[cH:37][cH:38][cH:39][cH:40][cH:41]1)[CH:42]([CH3:43])[CH3:44].ClC(Cl)Cl>>[CH3:1][CH:2]([CH3:3])[C@H:4]([NH2:5])[C:6](=[O:7])[NH:8][CH:9]([CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[CH:17]([OH:18])[CH:19]([CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[NH:27][C:28](=[O:29])[C@@H:30]([NH:31][C:32](=[O:33])[O:34][CH2:35][c:36]1[cH:37][cH:38][cH:39][cH:40][cH:41]1)[CH:42]([CH3:43])[CH3:44]
US08846746B2,,Br[CH2:4][c:5]1[cH:6][cH:7][cH:8][c:9]([F:10])[cH:11]1.CN(C)C=O.O.[CH3:1][C@@H:2]([OH:3])[C:12]([F:13])([F:14])[F:15].[H-].[Na+]>>[CH3:1][C@@H:2]([O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][c:9]([F:10])[cH:11]1)[C:12]([F:13])([F:14])[F:15]
US05103063,,B[O-].C1CCOC1.CC1(C)C2CC[C:3]([CH3:4])=[CH:5]C21.CCOCC.O=[CH:2][CH3:1].OCCNCCO.[CH:6](=[O:7])[CH2:8][CH:9]([CH3:10])[CH3:11].[O-]B[O-]>>[CH2:1]=[CH:2][C:3](=[CH2:4])[CH2:5][C@H:6]([OH:7])[CH2:8][CH:9]([CH3:10])[CH3:11]
US06878712B1,,CCN(CC)CC.CCOC(C)=O.Cl[C:11](=[O:12])[c:13]1[cH:14][cH:15][c:16]([C:17]#[N:18])[cH:19][cH:20]1.[CH3:1][C@@:2]([OH:3])([C:4](=[O:5])[N:6]1[CH2:7][CH2:8][CH:9]([NH2:10])[CH2:21][CH2:22]1)[C:23]([F:24])([F:25])[F:26]>>[CH3:1][C@@:2]([OH:3])([C:4](=[O:5])[N:6]1[CH2:7][CH2:8][CH:9]([NH:10][C:11](=[O:12])[c:13]2[cH:14][cH:15][c:16]([C:17]#[N:18])[cH:19][cH:20]2)[CH2:21][CH2:22]1)[C:23]([F:24])([F:25])[F:26]
US06521666B1,,CO.[BH4-].[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@H:6]([CH2:7][c:8]1[cH:9][cH:10][c:11](-[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[O:18][CH3:19])[c:20]([C:21]([CH3:22])=[O:23])[cH:24]1)[NH:25][C:26](=[O:27])[c:28]1[c:29]([Cl:30])[cH:31][cH:32][cH:33][c:34]1[Cl:35].[Na+]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@H:6]([CH2:7][c:8]1[cH:9][cH:10][c:11](-[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[O:18][CH3:19])[c:20]([CH:21]([CH3:22])[OH:23])[cH:24]1)[NH:25][C:26](=[O:27])[c:28]1[c:29]([Cl:30])[cH:31][cH:32][cH:33][c:34]1[Cl:35]
US05071999,,Cc1ccccc1.O=C(O)[C@@H:11]([NH:9][CH3:10])[CH3:12].O=[CH:8][CH2:7][N:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])[CH2:16][C:14](=[CH2:13])[Cl:15]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[N:6]1[CH2:7][CH:8]2[N:9]([CH3:10])[CH:11]([CH3:12])[CH2:13][C:14]2([Cl:15])[CH2:16]1
US09193720B2,,CCO.CC[O:15][C:13]([C@H:7]([c:6]1[c:4]([CH3:5])[n:3][c:2]([CH3:1])[c:25](-[c:26]2[cH:27][cH:28][c:29]([O:30][CH2:31][c:32]3[cH:33][cH:34][c:35]([Cl:36])[cH:37][cH:38]3)[cH:39][cH:40]2)[c:16]1[N:17]1[CH2:18][CH2:19][C:20]([CH3:21])([CH3:22])[CH2:23][CH2:24]1)[O:8][C:9]([CH3:10])([CH3:11])[CH3:12])=[O:14].O.[Li+].[OH-]>>[CH3:1][c:2]1[n:3][c:4]([CH3:5])[c:6]([C@H:7]([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])[C:13](=[O:14])[OH:15])[c:16]([N:17]2[CH2:18][CH2:19][C:20]([CH3:21])([CH3:22])[CH2:23][CH2:24]2)[c:25]1-[c:26]1[cH:27][cH:28][c:29]([O:30][CH2:31][c:32]2[cH:33][cH:34][c:35]([Cl:36])[cH:37][cH:38]2)[cH:39][cH:40]1
